account;outcome;evaluation;industry;propensity;contract;date;amount;days
830;Lost;None;Finance;Average;Monthly;03-01-2022;5.967.337.498.941.560;24.056.327.794.795.100
831;Won;B;Government;Good;Annual;03-01-2022;4.940.983.542.363.850;24.912.438.428.657.400
832;Won;A;Government;Average;Annual;03-01-2022;4.127.110.861.253.680;37.296.894.879.994.600
833;Won;A;Government;Average;Monthly;03-01-2022;54.964.497.610.767.700;3.090.805.501.135.680
834;Won;None;Energy;Average;Monthly;03-01-2022;61.232.437.182.035.300;54.850.881.086.950.700
835;Lost;None;Energy;Good;Monthly;03-01-2022;57.441.283.894.373.700;5.017.108.891.582.460
836;Lost;None;Manufacturing;Poor;Annual;03-01-2022;3.845.578.360.560.780;6.572.210.942.374.320
837;Won;None;Energy;Good;Annual;03-01-2022;4.417.923.821.689.510;10.291.938.752.076.400
838;Won;None;Government;Good;Monthly;03-01-2022;4.499.590.528.827.730;3.641.848.778.765.200
839;Won;A;Energy;Good;Annual;03-01-2022;33.833.052.696.960.600;216.891.281.707.265
840;Lost;B;Academia;Good;Monthly;03-01-2022;42.525.847.556.106.600;20.966.616.948.871.700
841;Lost;None;Finance;Average;Annual;03-01-2022;5.375.164.558.946.470;26.752.547.639.105.700
842;Won;B;Finance;Average;Annual;03-01-2022;47.082.925.531.599.600;3.971.875.283.495.060
843;Won;B;Government;Good;Annual;03-01-2022;42.166.384.654.848.300;3.113.347.707.004.960
844;Won;B;Finance;Average;Annual;03-01-2022;46.413.081.931.196.200;4.296.083.961.309.800
845;Won;A;Government;Poor;Annual;03-01-2022;4.310.335.182.676.130;12.439.549.722.126.600
846;Won;B;Government;Good;Monthly;03-01-2022;522.171.920.192.392;4.035.751.585.394.520
847;Lost;A;Manufacturing;Poor;Annual;03-01-2022;4.061.268.275.235.170;3.645.865.650.994.590
848;Won;None;Finance;Good;Annual;03-01-2022;4.660.673.791.537.240;1.901.445.678.116.500
849;Won;A;Finance;Good;Monthly;03-01-2022;63.563.425.639.085.600;4.770.568.627.952.970
850;Won;B;Government;Average;Annual;03-01-2022;48.228.368.228.824.400;23.194.025.736.863.400
851;Lost;A;Manufacturing;Good;Annual;03-01-2022;3.282.554.497.879.390;1.737.069.209.860.970
852;Won;B;Academia;Average;Annual;03-01-2022;3.609.688.592.316.350;26.959.992.104.278.800
853;Lost;B;Government;Poor;Annual;03-01-2022;48.263.182.529.120.500;3.454.523.811.868.150
854;Lost;None;Manufacturing;Good;Annual;03-01-2022;3.531.377.201.307.680;17.871.565.061.715.900
855;Won;None;Government;Good;Monthly;03-01-2022;49.455.038.956.798.400;3.697.579.266.616.490
856;Won;A;Government;Average;Annual;03-01-2022;478.719.865.234.621;384.921.382.418.634
857;Lost;None;Finance;Average;Annual;03-01-2022;43.774.802.526.844.300;19.224.393.806.860.100
858;Lost;A;Manufacturing;Average;Monthly;03-01-2022;40.974.979.853.799.900;30.112.465.391.155.400
859;Lost;None;Manufacturing;Average;Monthly;03-01-2022;4.560.054.841.628.300;3.102.753.889.926.380
860;Won;A;Energy;Good;Monthly;03-01-2022;4.673.528.592.339.350;4.661.608.348.679.850
861;Lost;None;Government;Good;Monthly;03-01-2022;4.431.421.896.441.110;27.178.220.754.989.000
862;Won;B;Academia;Good;Monthly;03-01-2022;4.289.556.115.471.950;17.397.506.589.755.300
863;Won;A;Government;Good;Annual;03-01-2022;43.667.466.194.800.600;18.983.186.143.591.300
864;Lost;None;Manufacturing;Average;Monthly;03-01-2022;416.908.642.003.032;19.815.284.733.656.300
865;Won;B;Energy;Average;Annual;03-01-2022;4.056.748.407.750.720;3.530.681.922.952.870
866;Won;B;Technology;Good;Annual;03-01-2022;62.383.394.758.394.100;5.800.307.741.693.880
867;Won;B;Technology;Average;Monthly;03-01-2022;6.346.118.047.056.770;4.697.043.223.379.970
868;Won;A;Technology;Good;Annual;03-01-2022;5.247.123.503.761.690;21.428.072.560.381.900
869;Won;None;Non-Profit;Good;Monthly;03-01-2022;37.274.979.037.767.800;71.145.097.093.790.000
870;Lost;None;Non-Profit;Good;Monthly;03-01-2022;3.536.524.621.023.170;11.680.086.735.927.800
871;Won;A;Non-Profit;Good;Annual;03-01-2022;4.192.376.030.892.830;165.642.221.878.603
872;Lost;A;Technology;Average;Annual;03-01-2022;5.060.335.556.022.520;3.812.010.268.370.860
873;Won;None;Technology;Good;Monthly;03-01-2022;52.021.754.573.932.200;2.503.214.289.236.660
874;Won;None;Technology;Poor;Annual;03-01-2022;54.271.829.773.865.400;4.037.994.089.886.760
875;Lost;A;Technology;Average;Monthly;03-01-2022;5.753.103.804.355.530;34.553.779.602.053.500
876;Lost;None;Non-Profit;Average;Annual;03-01-2022;40.702.712.292.871.100;32.604.824.568.410.300
877;Won;A;Technology;Average;Annual;03-01-2022;54.256.978.098.889.100;41.926.586.660.063.500
878;Won;A;Non-Profit;Good;Annual;03-01-2022;30.162.834.353.149.600;2.345.371.252.607.620
879;Won;A;Non-Profit;Good;Annual;03-01-2022;3.883.366.784.401.010;3.060.125.962.226.400
880;Lost;None;Non-Profit;Average;Monthly;03-01-2022;3.708.462.911.198.570;23.237.320.768.484.900
881;Won;B;Technology;Poor;Annual;03-01-2022;5.282.600.727.245.570;3.265.690.419.989.630
882;Won;B;Non-Profit;Average;Annual;03-01-2022;3.988.720.885.268.300;33.588.296.445.499.700
883;Won;A;Technology;Good;Annual;03-01-2022;5.938.048.185.693.290;5.329.701.674.381.970
884;Won;None;Non-Profit;Average;Monthly;03-01-2022;36.415.387.619.445.900;18.425.013.242.703.200
885;Won;A;Non-Profit;Average;Monthly;03-01-2022;4.445.749.045.317.970;40.640.463.345.753.400
886;Won;None;Non-Profit;Good;Monthly;03-01-2022;3.330.010.541.300.750;21.553.683.073.535.600
887;Lost;B;Technology;Average;Monthly;03-01-2022;6.686.193.357.450.790;4.493.332.931.995.620
888;Won;None;Technology;Good;Annual;03-01-2022;5.252.227.464.543.290;2.757.053.478.314.020
889;Won;B;Non-Profit;Good;Annual;03-01-2022;3.526.977.489.918.440;7.452.837.711.408.890
890;Won;None;Technology;Average;Annual;03-01-2022;5.392.300.232.634.190;2.848.075.158.755.750
891;Won;None;Technology;Good;Annual;03-01-2022;52.266.642.449.314.600;3.294.655.476.151.840
892;Lost;None;Non-Profit;Good;Monthly;03-01-2022;4.193.790.671.987.390;3.922.081.257.988.270
893;Won;B;Non-Profit;Good;Monthly;03-01-2022;3.208.107.201.815.000;9.122.134.446.159.630
894;Won;B;Non-Profit;Average;Monthly;03-01-2022;3.992.247.586.090.830;17.811.941.715.294.700
895;Lost;B;Non-Profit;Average;Monthly;03-01-2022;4.103.232.303.049.610;21.084.789.567.753.100
896;Lost;None;Non-Profit;Good;Annual;03-01-2022;4.582.498.414.538.390;36.946.720.302.003.400
897;Won;B;Technology;Average;Monthly;03-01-2022;5.722.804.005.208.880;4.307.579.794.204.420
898;Lost;A;Non-Profit;Good;Monthly;03-01-2022;37.532.417.673.688.500;24.603.995.894.883.000
899;Won;A;Technology;Average;Monthly;03-01-2022;61.160.752.189.817.400;5.887.309.799.025.410
900;Won;A;Technology;Average;Monthly;03-01-2022;6.093.419.194.464.300;50.033.466.784.490.600
901;Won;None;Technology;Good;Monthly;03-01-2022;5.796.270.093.927.550;4.445.525.118.891.620
902;Won;None;Technology;Good;Annual;03-01-2022;47.888.281.549.031.500;30.505.877.676.640.400
903;Won;B;Technology;Good;Monthly;03-01-2022;6.313.699.503.148.300;53.229.815.461.645.200
904;Won;A;Technology;Good;Annual;03-01-2022;5.344.732.381.046.770;3.468.359.599.512.700
905;Lost;A;Technology;Good;Monthly;03-01-2022;5.740.768.137.156.270;4.550.883.415.872.150
906;Lost;B;Non-Profit;Good;Annual;03-01-2022;3.226.514.026.926.580;14.080.763.389.002.600
907;Won;A;Non-Profit;Good;Annual;03-01-2022;36.817.605.581.855.800;12.300.268.227.566.200
908;Lost;B;Finance;Good;Monthly;04-01-2022;5.780.967.022.281.550;4.651.892.949.021.910
909;Lost;B;Manufacturing;Poor;Annual;04-01-2022;33.927.543.647.479.100;11.533.846.693.705.500
910;Won;None;Energy;Good;Annual;04-01-2022;5.176.802.018.576.830;3.558.408.168.787.660
911;Won;B;Government;Good;Annual;04-01-2022;4.425.903.245.801.040;18.163.656.818.747.100
912;Lost;A;Manufacturing;Average;Monthly;04-01-2022;434.538.695.691.161;25.414.295.236.075.800
913;Won;None;Academia;Average;Annual;04-01-2022;33.915.407.062.175.900;14.738.042.281.339.800
914;Lost;None;Manufacturing;Average;Monthly;04-01-2022;46.105.793.029.184.800;25.093.121.202.813.000
915;Won;B;Government;Good;Monthly;04-01-2022;4.619.982.873.845.360;3.300.148.641.101.350
916;Lost;A;Academia;Good;Monthly;04-01-2022;3.500.057.509.107.440;16.829.612.560.380.100
917;Won;B;Manufacturing;Average;Annual;04-01-2022;377.527.564.975.631;16.804.233.473.086.400
918;Won;B;Energy;Average;Annual;04-01-2022;42.668.657.145.395.000;1.653.624.921.260.200
919;Won;A;Government;Average;Monthly;04-01-2022;5.328.067.130.446.040;324.186.104.888.043
920;Lost;B;Energy;Good;Monthly;04-01-2022;5.081.038.478.185.210;12.336.676.988.971.700
921;Won;B;Academia;Average;Monthly;04-01-2022;4.701.303.645.373.490;4.612.042.256.979.770
922;Won;A;Finance;Poor;Monthly;04-01-2022;5.277.235.601.387.410;20.901.790.391.041.700
923;Won;B;Finance;Average;Annual;04-01-2022;44.306.688.064.625.300;28.825.738.177.595.100
924;Lost;A;Finance;Poor;Annual;04-01-2022;4.959.139.307.578.510;30.559.343.340.967.400
925;Won;A;Energy;Average;Annual;04-01-2022;38.974.315.512.060.300;5.906.164.510.391.820
926;Won;A;Government;Average;Monthly;04-01-2022;48.641.855.012.228.300;3.203.907.966.300.450
927;Lost;None;Finance;Poor;Annual;04-01-2022;4.591.440.216.578.020;3.203.661.333.349.870
928;Won;A;Manufacturing;Good;Annual;04-01-2022;4.160.590.902.197.910;3.224.798.982.075.590
929;Won;B;Manufacturing;Average;Annual;04-01-2022;3.725.384.173.223.670;24.131.654.178.314.800
930;Lost;A;Manufacturing;Average;Annual;04-01-2022;4.632.249.437.746.980;5.058.605.684.491.510
931;Lost;A;Finance;Average;Annual;04-01-2022;5.467.845.480.332.130;31.740.074.111.319.500
932;Lost;None;Academia;Average;Monthly;04-01-2022;4.561.068.274.010.490;3.269.513.321.004.670
933;Won;B;Government;Poor;Annual;04-01-2022;4.907.236.033.459.640;3.801.898.028.909.870
934;Lost;None;Finance;Poor;Monthly;04-01-2022;4.625.917.831.986.460;2.275.345.616.788.520
935;Lost;A;Energy;Good;Annual;04-01-2022;4.351.449.148.164.290;4.230.332.012.364.260
936;Lost;None;Government;Average;Monthly;04-01-2022;5.255.482.034.286.540;31.343.182.203.961.700
937;Lost;None;Finance;Average;Annual;04-01-2022;45.565.921.104.045.000;28.380.426.472.771.900
938;Won;A;Academia;Average;Annual;04-01-2022;3.626.794.704.830.300;2.971.060.534.387.340
939;Lost;A;Government;Average;Monthly;04-01-2022;5.305.699.044.715.810;46.122.092.939.951.300
940;Lost;None;Finance;Poor;Annual;04-01-2022;42.710.976.724.768.100;15.948.759.285.991.400
941;Won;A;Academia;Good;Annual;04-01-2022;36.575.277.790.333.700;20.884.775.133.499.100
942;Lost;None;Government;Good;Annual;04-01-2022;40.678.194.186.129.200;13.231.107.210.681.300
943;Lost;None;Finance;Poor;Annual;04-01-2022;5.154.247.786.795.770;4.841.262.144.457.710
944;Lost;A;Finance;Good;Monthly;04-01-2022;6.324.200.802.150.480;47.570.806.138.967.900
945;Lost;B;Government;Good;Monthly;04-01-2022;50.056.225.448.464.800;42.387.441.171.420.800
946;Won;B;Finance;Average;Monthly;04-01-2022;57.527.733.500.060.800;5.023.535.557.599.770
947;Lost;A;Academia;Good;Annual;04-01-2022;42.490.549.368.995.000;6.119.782.752.058.400
948;Lost;A;Finance;Good;Annual;04-01-2022;4.478.617.020.421.080;36.059.378.834.467.200
949;Won;None;Finance;Good;Monthly;04-01-2022;5.167.698.289.865.960;32.923.085.424.112.600
950;Lost;None;Manufacturing;Average;Annual;04-01-2022;4.519.333.931.992.760;756.571.956.014.778
951;Won;A;Government;Good;Annual;04-01-2022;484.750.870.838.143;31.467.866.604.598.400
952;Lost;B;Manufacturing;Poor;Annual;04-01-2022;41.151.462.636.071.300;20.931.155.095.002.100
953;Lost;None;Finance;Good;Annual;04-01-2022;50.856.013.688.201.900;39.171.140.668.939.200
954;Lost;B;Manufacturing;Average;Annual;04-01-2022;3.606.569.486.568.940;1.375.415.392.912.450
955;Won;None;Government;Average;Annual;04-01-2022;5.265.433.325.561.460;4.177.748.460.931.890
956;Won;B;Government;Good;Monthly;04-01-2022;50.724.616.665.052.800;26.008.420.067.236.100
957;Lost;None;Government;Average;Monthly;04-01-2022;4.943.127.122.870.840;2.592.095.175.821.670
958;Won;B;Finance;Poor;Monthly;04-01-2022;5.505.209.338.814.280;2.135.366.638.783.770
959;Lost;B;Manufacturing;Good;Monthly;04-01-2022;5.328.452.062.546.330;29.663.823.829.531.400
960;Won;A;Manufacturing;Poor;Annual;04-01-2022;4.217.668.114.288.560;14.713.208.494.258.500
961;Lost;A;Manufacturing;Good;Monthly;04-01-2022;51.410.274.262.690.400;3.601.794.653.376.520
962;Lost;B;Energy;Good;Annual;04-01-2022;35.181.846.766.644.100;26.818.670.675.219.500
963;Lost;A;Finance;Average;Annual;04-01-2022;4.774.298.298.016.380;20.703.059.682.139.400
964;Won;B;Manufacturing;Good;Annual;04-01-2022;42.914.810.292.333.600;28.508.016.359.297.500
965;Won;A;Government;Average;Monthly;04-01-2022;527.024.567.117.647;3.559.640.378.700.110
966;Lost;None;Energy;Average;Annual;04-01-2022;35.489.221.725.779.100;10.300.061.129.266.700
967;Won;None;Manufacturing;Good;Annual;04-01-2022;3.503.653.481.591.730;10.090.446.294.079.000
968;Lost;None;Finance;Poor;Annual;04-01-2022;47.299.882.327.809.900;29.781.886.405.660.800
969;Won;B;Academia;Good;Annual;04-01-2022;37.983.826.749.229.200;13.044.515.572.074.500
970;Won;B;Energy;Poor;Monthly;04-01-2022;48.130.919.163.199.900;24.612.571.445.459.600
971;Won;A;Academia;Good;Monthly;04-01-2022;3.535.861.963.325.580;8.328.495.214.379.100
972;Lost;B;Finance;Poor;Annual;04-01-2022;5.044.759.613.166.380;18.911.589.100.716.000
973;Lost;None;Finance;Good;Monthly;04-01-2022;5.186.431.492.096.690;16.415.085.033.686.900
974;Won;None;Government;Average;Monthly;04-01-2022;5.549.519.630.075.400;43.125.596.589.913.300
975;Lost;None;Energy;Good;Monthly;04-01-2022;4.875.238.826.816.200;9.683.536.949.228.280
976;Lost;A;Finance;Good;Annual;04-01-2022;5.531.119.730.782.290;5.245.383.720.450.040
977;Won;None;Manufacturing;Poor;Monthly;04-01-2022;4.894.585.777.533.770;39.462.819.006.856.700
978;Won;A;Government;Good;Monthly;04-01-2022;54.759.304.368.400.000;34.397.310.345.904.800
979;Lost;A;Government;Good;Monthly;04-01-2022;5.429.724.641.590.820;4.739.535.580.751.560
980;Lost;B;Energy;Good;Monthly;04-01-2022;5.051.510.921.137.350;36.457.617.085.316.800
981;Won;A;Government;Poor;Annual;04-01-2022;42.827.537.731.354.500;858.167.239.565.729
982;Won;None;Manufacturing;Average;Monthly;04-01-2022;47.102.705.679.960.600;3.753.871.360.291.920
983;Lost;A;Government;Average;Annual;04-01-2022;42.469.309.467.652.800;12.599.437.073.160.900
984;Won;None;Academia;Good;Annual;04-01-2022;3.479.630.961.970.950;65.916.992.831.646.300
985;Lost;A;Academia;Good;Monthly;04-01-2022;4.099.654.056.390.630;5.135.913.510.432.750
986;Won;None;Finance;Good;Annual;04-01-2022;5.310.448.427.146.500;3.802.272.661.891.170
987;Won;A;Government;Good;Annual;04-01-2022;4.148.250.926.598.140;21.051.716.172.713.200
988;Won;None;Manufacturing;Good;Monthly;04-01-2022;3.433.960.065.522.750;7.610.979.938.312.300
989;Lost;None;Energy;Good;Monthly;04-01-2022;50.751.809.654.162.600;27.565.109.674.472.600
990;Lost;None;Insurance;Good;Monthly;04-01-2022;4.540.932.527.161.110;28.422.399.934.313.300
991;Lost;None;Government;Average;Annual;04-01-2022;4.393.735.145.560.390;5.159.103.352.886.170
992;Lost;A;Government;Average;Monthly;04-01-2022;5.141.986.589.101.070;5.659.841.463.690.800
993;Lost;None;Finance;Good;Monthly;04-01-2022;5.628.786.513.455.900;3.212.667.675.158.470
994;Lost;A;Energy;Good;Monthly;04-01-2022;41.762.715.848.144.300;17.589.523.859.623.000
995;Lost;A;Finance;Average;Monthly;04-01-2022;4.773.726.910.043.540;2.323.442.371.912.210
996;Lost;None;Government;Average;Monthly;04-01-2022;5.222.392.407.138.980;30.177.516.018.083.800
997;Lost;A;Finance;Average;Monthly;04-01-2022;5.490.905.103.357.470;48.602.690.839.890.100
998;Won;B;Energy;Good;Annual;04-01-2022;4.091.387.808.812.600;4.002.197.175.627.540
999;Won;None;Government;Good;Annual;04-01-2022;39.306.747.242.425.200;187.952.482.791.351
1000;Won;None;Finance;Good;Monthly;04-01-2022;4.688.111.976.651.930;2.257.825.262.078.490
1001;Won;B;Manufacturing;Good;Annual;04-01-2022;4.460.390.311.808.980;3.676.786.404.205.080
1002;Lost;A;Academia;Good;Monthly;04-01-2022;3.525.596.487.820.530;27.337.712.444.535.700
1003;Lost;A;Manufacturing;Good;Monthly;04-01-2022;5.276.522.348.823.230;29.924.625.272.291.400
1004;Lost;A;Government;Average;Monthly;04-01-2022;4.640.569.984.921.310;27.559.512.627.283.600
1005;Won;A;Finance;Average;Monthly;04-01-2022;5.483.258.905.549.490;47.858.408.832.531.200
1006;Won;A;Finance;Poor;Annual;04-01-2022;4.878.075.102.720.680;25.075.196.277.690.500
1007;Lost;A;Finance;Good;Monthly;04-01-2022;45.993.274.670.641.500;19.305.280.170.424.700
1008;Lost;None;Finance;Average;Annual;04-01-2022;4.704.882.384.535.200;3.141.428.604.469.640
1009;Won;B;Government;Poor;Annual;04-01-2022;5.020.644.809.253.570;18.482.066.111.373.300
1010;Lost;None;Manufacturing;Poor;Monthly;04-01-2022;49.686.064.453.876.000;30.803.442.256.693.300
1011;Lost;B;Finance;Good;Monthly;04-01-2022;5.025.660.780.029.040;415.848.492.669.854
1012;Won;B;Government;Good;Annual;04-01-2022;4.320.483.147.649.920;3.622.131.292.012.640
1013;Lost;None;Government;Good;Annual;04-01-2022;3.936.040.840.183.310;266.752.075.228.597
1014;Lost;B;Finance;Good;Monthly;04-01-2022;4.321.386.554.264.910;27.796.571.353.036.600
1015;Lost;B;Finance;Average;Annual;04-01-2022;49.214.577.724.061.300;27.631.889.103.454
1016;Won;A;Finance;Average;Monthly;04-01-2022;52.988.397.221.636.700;3.084.094.830.367.920
1017;Lost;B;Finance;Good;Monthly;04-01-2022;4.310.540.660.858.570;3.738.595.014.670.290
1018;Lost;B;Finance;Good;Monthly;04-01-2022;59.892.110.833.124.400;3.837.614.966.682.790
1019;Won;A;Finance;Good;Monthly;04-01-2022;4.965.401.047.114.900;3.636.755.028.277.360
1020;Won;A;Manufacturing;Good;Monthly;04-01-2022;45.999.250.649.405.900;31.525.106.041.086.600
1021;Lost;None;Finance;Average;Annual;04-01-2022;5.282.151.352.841.850;2.554.641.976.225.450
1022;Won;A;Manufacturing;Good;Annual;04-01-2022;3.459.316.872.716.960;28.974.567.417.086.300
1023;Won;None;Energy;Good;Monthly;04-01-2022;48.319.640.810.569.800;39.910.229.354.310.200
1024;Lost;B;Manufacturing;Average;Monthly;04-01-2022;4.029.059.725.527.890;9.367.078.518.527.950
1025;Won;B;Energy;Good;Monthly;04-01-2022;52.935.429.351.363.900;4.223.741.600.625.740
1026;Won;B;Finance;Average;Annual;04-01-2022;47.281.327.757.427.500;35.605.081.545.903.600
1027;Lost;A;Finance;Good;Annual;04-01-2022;5.326.073.278.997.430;41.850.152.346.847.100
1028;Won;None;Government;Good;Monthly;04-01-2022;45.919.998.163.333.300;25.363.824.439.527.600
1029;Lost;B;Manufacturing;Good;Monthly;04-01-2022;4.656.162.242.700.380;14.841.248.906.075.800
1030;Won;None;Finance;Average;Annual;04-01-2022;5.031.428.062.587.850;40.378.779.610.876.300
1031;Lost;A;Government;Average;Monthly;04-01-2022;44.165.648.570.834.900;31.624.554.923.210.400
1032;Won;None;Finance;Good;Annual;04-01-2022;5.162.943.293.583.410;3.612.470.198.832.980
1033;Won;B;Government;Average;Annual;04-01-2022;5.093.298.139.086.650;24.931.864.237.400.200
1034;Lost;None;Finance;Good;Annual;04-01-2022;5.119.539.450.000.400;3.279.643.958.193.830
1035;Won;None;Finance;Good;Annual;04-01-2022;4.870.187.752.774.570;2.889.943.935.957.220
1036;Lost;None;Finance;Good;Monthly;04-01-2022;529.087.367.633.149;7.320.956.225.800.290
1037;Lost;B;Academia;Average;Monthly;04-01-2022;3.701.349.768.568.130;2.668.237.249.507.740
1038;Won;A;Academia;Poor;Monthly;04-01-2022;35.508.722.075.028.100;24.677.718.992.122.900
1039;Won;A;Manufacturing;Good;Annual;04-01-2022;39.770.590.116.900.400;25.139.354.295.959.500
1040;Won;None;Energy;Good;Annual;04-01-2022;42.626.459.024.010.400;18.747.522.125.845.700
1041;Won;A;Government;Average;Annual;04-01-2022;4.873.934.553.345.420;3.578.775.474.186.400
1042;Won;B;Manufacturing;Average;Monthly;04-01-2022;51.609.164.742.327.600;495.695.832.802.264
1043;Lost;None;Manufacturing;Good;Monthly;04-01-2022;409.416.540.752.899;11.113.186.206.144.800
1044;Won;None;Energy;Poor;Annual;04-01-2022;47.268.626.659.852.900;23.005.166.883.019.500
1045;Lost;B;Academia;Good;Monthly;04-01-2022;367.754.611.613.265;2.244.718.129.075.830
1046;Lost;B;Energy;Average;Monthly;04-01-2022;46.254.354.396.822.400;33.036.732.231.456.100
1047;Won;A;Energy;Good;Monthly;04-01-2022;3.737.539.189.872.120;14.884.758.451.989.900
1048;Lost;None;Manufacturing;Poor;Annual;04-01-2022;4.448.571.869.361.270;3.829.604.202.602.990
1049;Lost;None;Energy;Good;Annual;04-01-2022;44.359.118.881.246.600;26.176.179.893.506.000
1050;Lost;None;Academia;Good;Monthly;04-01-2022;3.454.565.974.323.860;2.107.526.517.188.150
1051;Won;B;Energy;Good;Monthly;04-01-2022;5.590.280.708.975.510;24.348.356.920.181.500
1052;Lost;B;Manufacturing;Good;Monthly;04-01-2022;4.327.542.857.409.370;2.159.990.207.137.540
1053;Lost;B;Finance;Good;Annual;04-01-2022;4.584.006.210.814.770;28.677.696.224.747.000
1054;Won;A;Energy;Good;Monthly;04-01-2022;4.514.491.175.490.540;4.615.637.624.286.110
1055;Lost;B;Government;Average;Monthly;04-01-2022;5.101.019.331.184.360;10.883.947.685.003.600
1056;Won;B;Government;Average;Annual;04-01-2022;4.772.080.124.522.980;326.536.112.576.451
1057;Lost;B;Manufacturing;Good;Monthly;04-01-2022;45.138.947.880.833.200;2.387.734.872.700.870
1058;Lost;B;Academia;Good;Monthly;04-01-2022;41.507.378.784.781.600;22.966.043.139.290.900
1059;Lost;None;Manufacturing;Poor;Monthly;04-01-2022;4.249.079.863.157.280;304.017.344.017.064
1060;Lost;A;Manufacturing;Average;Annual;04-01-2022;45.871.780.066.799.800;12.278.065.604.500.000
1061;Lost;A;Government;Average;Monthly;04-01-2022;4.967.909.498.221.220;34.203.858.289.400.900
1062;Lost;B;Academia;Average;Monthly;04-01-2022;3.503.490.007.227.830;1.186.425.966.788.530
1063;Won;None;Finance;Good;Monthly;04-01-2022;56.726.602.459.009.900;361.289.418.236.462
1064;Lost;A;Government;Average;Monthly;04-01-2022;4.284.521.622.929.040;21.960.829.630.189.300
1065;Lost;None;Energy;Good;Annual;04-01-2022;4.804.147.119.813.680;4.678.307.363.339.610
1066;Won;B;Finance;Average;Monthly;04-01-2022;5.220.015.720.217.320;22.895.732.305.998.700
1067;Lost;None;Government;Average;Annual;04-01-2022;49.188.411.569.730.600;169.253.944.431.492
1068;Won;B;Academia;Good;Monthly;04-01-2022;4.083.595.389.121.610;1.658.350.065.155.030
1069;Won;None;Academia;Good;Annual;04-01-2022;4.258.366.347.664.970;29.376.218.781.953.500
1070;Won;A;Manufacturing;Good;Monthly;04-01-2022;4.635.233.689.900.930;4.077.240.952.855.230
1071;Lost;None;Academia;Good;Annual;04-01-2022;3.737.655.550.203.140;1
1072;Lost;B;Energy;Good;Annual;04-01-2022;4.509.536.874.737.040;123.802.679.785.888
1073;Lost;B;Academia;Good;Monthly;04-01-2022;3.882.300.086.589.900;22.204.639.307.369.900
1074;Won;None;Finance;Good;Annual;04-01-2022;51.992.501.558.556.600;4.785.465.130.463.830
1075;Won;B;Government;Good;Monthly;04-01-2022;4.400.391.016.695.250;17.004.361.865.526.500
1076;Lost;None;Academia;Poor;Monthly;04-01-2022;4.757.639.405.957.840;28.435.020.867.149.200
1077;Won;None;Finance;Good;Monthly;04-01-2022;43.299.451.153.035.700;1.917.880.125.983.910
1078;Lost;None;Government;Good;Monthly;04-01-2022;4.993.350.134.025.850;5.007.467.958.603.920
1079;Won;A;Finance;Average;Annual;04-01-2022;4.858.162.798.920.690;374.537.119.476.455
1080;Lost;None;Government;Good;Annual;04-01-2022;4.957.847.132.884.630;20.687.266.667.052.600
1081;Won;A;Energy;Average;Annual;04-01-2022;4.746.020.662.269.410;41.124.183.545.317.000
1082;Won;A;Manufacturing;Good;Annual;04-01-2022;42.876.281.025.728.200;1.644.940.829.031.280
1083;Lost;None;Manufacturing;Average;Monthly;04-01-2022;5.397.970.586.799.910;5.624.544.083.676.560
1084;Lost;None;Finance;Poor;Monthly;04-01-2022;47.447.893.126.411.200;3.358.358.993.606.310
1085;Won;B;Finance;Average;Annual;04-01-2022;4.745.056.413.939.720;23.755.547.059.119.900
1086;Won;None;Energy;Good;Monthly;04-01-2022;4.615.878.033.363.000;3.398.691.195.426.110
1087;Won;B;Academia;Average;Monthly;04-01-2022;4.551.831.206.484.300;3.500.031.194.600.710
1088;Won;A;Government;Good;Monthly;04-01-2022;55.730.929.381.827.600;4.252.389.178.857.700
1089;Lost;A;Energy;Good;Annual;04-01-2022;5.172.178.717.947.910;3.484.765.130.812.040
1090;Won;B;Manufacturing;Good;Annual;04-01-2022;43.255.130.022.593.500;24.433.564.202.679.800
1091;Lost;None;Finance;Poor;Annual;04-01-2022;4.606.406.809.940.140;41.254.988.476.142.600
1092;Won;B;Manufacturing;Average;Annual;04-01-2022;4.564.762.694.331.830;339.132.252.895.066
1093;Lost;A;Manufacturing;Good;Monthly;04-01-2022;4.244.452.392.268.970;10.352.978.622.036.800
1094;Won;B;Manufacturing;Poor;Annual;04-01-2022;4.983.075.935.459.840;46.402.563.997.548.400
1095;Lost;None;Government;Good;Annual;04-01-2022;4.725.620.481.980.690;29.628.012.416.299.400
1096;Lost;A;Energy;Average;Monthly;04-01-2022;5.561.153.698.579.420;4.676.265.272.808.970
1097;Lost;A;Manufacturing;Average;Annual;04-01-2022;41.594.528.522.711.300;53.649.695.264.727.200
1098;Lost;A;Finance;Average;Annual;04-01-2022;5.432.634.852.874.640;21.271.851.035.854.100
1099;Won;B;Manufacturing;Good;Annual;04-01-2022;4.713.729.416.965.020;43.168.991.503.700.300
1100;Won;A;Government;Good;Monthly;04-01-2022;59.022.974.410.969.000;3.712.573.322.979.800
1101;Lost;None;Academia;Average;Annual;04-01-2022;4.099.981.024.492.320;17.465.911.075.185.900
1102;Won;A;Government;Poor;Monthly;04-01-2022;4.781.276.865.224.110;2.638.512.916.372.300
1103;Won;A;Finance;Good;Monthly;04-01-2022;5.327.444.983.516.440;27.520.877.597.963.600
1104;Lost;None;Government;Good;Monthly;04-01-2022;57.463.237.135.899.400;368.400.464.112.343
